id	sentiment	tweet
196	0	@Reuters So, we can presume, she's not coming back to California? Big money in China? #EileenGu
7	-1	I love #BillMaher because unlike state run Chinese propaganda, he speaks the truth. Bill has more balls than #JohnCena, who grovels for China.#EileenGu needs calls attention to the human rights abuses in China, Hong Kong and the Uyghurs, or her medals are for nothing! https://t.co/x6xCbidsIO
466	-1	#EileenGu “She was recruited to compete on behalf of China, but she was not recruited to become the spokesperson for China’s toxic patriotism,” said Dr. Xia. She has the fame and money. Neither make you a good person.
372	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/5N3WF7H90V
424	0	#EileenGu Ailing to attend #Beijing2022 closing ceremony https://t.co/s3rfYZPJ3X https://t.co/oDq7ezGqgR
490	-1	Maybe a little humility would serve you well. A platform?? For what?? I wish we could rescind everything America has given you. It certainly wouldn't have occurred in China. Maybe some perspective would be good too. #EileenGu
353	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/x1NUfGDkeG
41	-1	@AdAstraForKS @billmaher @TomCruise @NBA Pandas, Uyghers and #EileenGu being used by China to gaslight everyone and give the middle finger to the US. Her gold will mean nothing unless she uses her platform to call attention to the human rights abuses in China and Hong Kong. https://t.co/wBNCNpbW67
494	0	Hello There! Today my new #digital #business #agency #socia #post #design if you need similar design? hire me on: https://t.co/HpW98e4QBc #Togepi #CatherineBuroker #Yeat #KRIT #DavidDuke #ACLU #Robbie #sabrinacarpenter #middleton #Aloy #Geoffrey #EileenGu #vernon #Eduardo https://t.co/dy4fBmvAzH
515	0	It makes more sense when you know she was paid 2.5million for this. Otherwise she just seems like a shitty person who wants to represent a country that does nothing but horrible things to it’s people and others. #EileenGu
61	1	The unforgettable &amp; precious moments of the #Beijing2022 # Olympics was frozen by the #camera，and become eternal. #北京 #冬奥 赛场的 #高光时刻 ，被 #相机 定格成永恒 #EileenGu #GuAiling #谷爱凌 #SuYiming #苏翊鸣 #LauraBarquero #HanyuYuzuru #羽生结弦 #voiceofthebund photo by XM https://t.co/Be0QtRm54e
506	0	I'll be your Digital Marketing Strategist Services ☑ Schedule Post ☑ Trending Hashtags ☑ Eye-catchy Content Order on Fiverr: https://t.co/635XiUFiLT #BoycottWalgreens #HorizonForbiddenWest #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre https://t.co/UrW2aTkR2u
423	-1	disappointing that the Benedict Arnold of skiing took gold. #WinterOlympics2022 #EileenGu
397	0	This young lady, born &amp; educated in the USA, opted to compete for China. She may well be sincere in her desire to encourage Chinese youngsters to engage in Winter Sports. However,I hope she does not publicly support Lifetime Xi. “#EileenGu.” #IsolateChina https://t.co/c1h2QZSkQ8
532	0	China’s #EileenGu wins gold in freeski halfpipe to make Olympic history https://t.co/llNSWd1Bj3 via @Latest News
529	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/tDQ95zk7Of
168	rep	@NBCOlympics I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Tibet, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. #cryabit https://t.co/nXZOv0RFNM
86	-1	Eileen Gu —an Anti-American Chinese Communist Sympathizing Sellout! China can keep her! Most Americans wish she’d renounce her American citizenship but she wants the best of both worlds. #EileenGu #Olympics #Traitor #AntiAmerican #CommunistChinese #China #Beijing #BeijingOlympics
29	-1	People like #EileenGu, who have lived their lives under #America’s blessings of #Liberty, then denounce American #citizenship, should never be allowed to return. She made her decision and must live with the #consequences.
319	0	Watch the full video ▶️ https://t.co/GQeasKApmh . #NBAallstarweekend #EileenGu #TexasChainsawMassacre #Snowsquall #kimPotter #LindseyPearlman #TheKingsMan #PaulMcCartney #JimHagedorn #TimothyLeDuc https://t.co/XYYBZ9ifXf
79	0	@julianku #EileenGu disagrees, so she had to give up her American citizenship, I heard
226	0	@grammarflic @stevetater7 @wongalum She DID pick China over the U.S. #EileenGu
323	-1	#EileenGu is a POS who's competing for China for marketing reason. If you really cared about your Chinese nationalism, then go to college in China and live there. There's a reason why your mom came to the US. #olympics
55	0	Eileen Gu captures second Olympic gold, as Canada takes silver bronze in freeski halfpipe https://t.co/6nhtxuf5A3 #canada #freeskihalfpipe #EileenGu #Olympicgold #BeijingGames #combination #superpipe #RachaelKarker #CassieSharpe @THECEOPUB
382	1	By @Beijing2022 “18 Feb - Day1️⃣4️⃣ #FreestyleSkiing - Women's Freeski Halfpipe #Gold AILING (EILEEN) GU- CHN Congratulations! AILING (EILEEN) GU wins her second #Gold medal and third Olympic medal 🥇🥈🥇of #Beijing2022 !” #China #EileenGu https://t.co/OvBwOzQgdZ
